freq,am_item,indic_agr,unit,geo\TIME_PERIOD,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,AM091000,PRD_PP,MIO_EUR,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_EUR,HU,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.77,1.43,0.95,2.03,3.42,3.76,2.89,8.16,6.3,11.12,3.46,3.99,3.83,2.27,2.13,1.76,2.86,4.56,3.33,2.27,3.04,2.47,3.02,1.8,1.29,1.15,0.84,
A,AM091000,PRD_PP,MIO_EUR,IE,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,IT,,,,,,,,11.66,11.78,12.77,13.64,11.82,7.68,6.78,5.94,5.65,5.83,5.13,4.98,4.65,3.72,3.59,3.27,3.86,3.92,3.85,4.15,4.09,4.19,4.21,4.02,3.6,3.68,3.7,3.36,3.05,2.79,2.56,2.3,2.56,2.72,2.56,2.56,2.41,2.26,2.15,2.09,2.02,2.11,2.23,2.22,2.15,
A,AM091000,PRD_PP,MIO_EUR,LT,,,,,,,,,,,,,,,,,,,,,,,0.4,1.56,1.98,0.0,1.86,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_EUR,LV,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_EUR,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
A,AM091000,PRD_PP,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,NL,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_EUR,PL,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.31,2.35,6.75,5.58,4.21,6.04,8.49,10.02,14.07,16.45,13.03,7.12,8.23,7.03,6.0,8.33,7.0,7.83,10.15,13.0,3.15,9.7,11.27,3.17,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,PT,,,,,,,,,,,,,,4.44,5.71,4.77,5.23,5.29,3.39,3.78,3.73,3.75,4.25,3.85,3.66,2.93,1.17,1.16,1.21,1.32,0.68,0.49,0.13,0.15,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,SE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,SK,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_EUR,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,AM091000,PRD_PP,MIO_NAC,AT,,,,,,,,,,,,,,,,,,,,,,,1.45,2.03,1.56,1.64,2.02,1.64,1.31,1.83,2.2,1.27,1.27,1.44,1.61,1.76,1.91,2.06,2.19,2.11,1.42,1.9,2.11,2.26,2.6,2.24,1.26,0.39,0.47,0.38,0.43,0.57,
A,AM091000,PRD_PP,MIO_NAC,BE,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,CH,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,CY,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.86,0.53,0.36,0.16,0.53,0.48,0.97,1.03,1.12,1.22,2.46,0.9,0.28,1.17,1.12,0.93,1.08,1.14,1.13,1.39,1.23,1.37,
A,AM091000,PRD_PP,MIO_NAC,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,DE,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,DK,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,EA,,,,,,,,,,,,,,,,,,,12.58,11.0,10.36,10.23,11.3,12.81,12.11,12.37,11.27,11.04,10.16,10.65,9.63,5.82,7.31,7.99,7.73,8.71,8.67,8.69,9.74,9.8,12.89,10.44,8.91,9.72,8.33,8.48,7.28,6.17,5.88,4.4,4.1,4.41,
A,AM091000,PRD_PP,MIO_NAC,EA21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,8.15,8.27,8.71,8.67,8.69,9.74,9.8,12.89,10.44,8.91,9.72,8.33,8.48,7.28,6.17,5.88,4.4,4.1,4.41,
A,AM091000,PRD_PP,MIO_NAC,EE,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,EL,,,,,,,,,,,,,,,,,,,,,0.28,0.1,0.12,0.11,0.06,0.05,0.11,0.04,0.03,0.04,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.04,0.07,0.05,0.05,0.04,0.06,0.06,0.06,0.08,0.08,0.03,0.04,0.01,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,ES,,,,,,,,,,,,,,,,,,2.06,1.97,1.17,1.69,1.81,2.21,2.91,2.97,3.98,3.93,4.16,3.42,3.25,2.72,0.43,2.21,2.7,2.64,3.29,2.86,2.88,3.91,3.7,6.09,4.89,3.82,3.81,2.29,3.08,2.77,2.59,2.14,0.39,0.23,0.32,
A,AM091000,PRD_PP,MIO_NAC,EU,,,,,,,,,,,,,,,,,,,,,10.72,10.34,11.44,12.93,12.18,12.42,11.38,11.09,10.16,10.65,9.63,5.82,24.33,24.47,33.46,28.62,25.7,19.64,20.25,18.96,20.66,21.64,20.46,20.88,20.76,24.52,12.9,18.89,18.94,8.85,5.26,5.25,
A,AM091000,PRD_PP,MIO_NAC,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33,24.47,33.46,28.62,25.7,19.64,20.25,18.96,20.66,21.64,20.46,20.88,20.76,24.52,12.9,18.89,18.94,8.85,5.26,5.25,
A,AM091000,PRD_PP,MIO_NAC,EU27_2020_EFTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.46,28.62,25.7,19.64,20.25,18.96,20.66,21.64,20.46,20.88,20.76,24.52,12.9,18.89,18.94,8.85,5.26,5.25,
A,AM091000,PRD_PP,MIO_NAC,FI,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_NAC,HU,,,,,,,,,,,,,,,,,,,,,,,,,171.6,186.22,362.32,247.18,520.22,830.4,952.42,728.4,2024.97,1665.07,2795.92,869.36,1119.29,1055.07,634.6,616.61,523.44,883.36,1412.63,1036.73,702.01,967.9,804.56,1060.97,643.75,503.95,440.39,330.91,
A,AM091000,PRD_PP,MIO_NAC,IE,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,IT,,,,,,,,7.16,7.68,8.73,9.51,8.43,5.74,5.12,4.59,4.49,4.54,4.03,3.95,3.83,3.54,3.55,3.6,3.9,3.9,3.87,4.15,4.09,4.19,4.21,4.02,3.6,3.68,3.7,3.36,3.05,2.79,2.56,2.3,2.56,2.72,2.56,2.56,2.41,2.26,2.15,2.09,2.02,2.11,2.23,2.22,2.15,
A,AM091000,PRD_PP,MIO_NAC,LT,,,,,,,,,,,,,,,,,,,,,,,0.6,2.3,2.6,0.0,2.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_NAC,LV,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_NAC,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
A,AM091000,PRD_PP,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,NL,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_NAC,PL,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,5.54,9.42,24.8,21.53,18.54,27.33,34.15,39.03,53.24,57.79,56.41,28.45,33.93,29.42,25.19,34.86,29.27,34.16,43.22,55.4,13.53,43.1,51.44,14.84,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,PT,,,,,,,,,,,,,,3.26,4.63,4.05,4.52,4.78,3.02,3.29,3.5,3.68,4.16,3.76,3.63,2.95,1.17,1.16,1.21,1.32,0.68,0.49,0.13,0.15,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,SK,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_NAC,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,AM091000,PRD_PP,MIO_PPS,AT,,,,,,,,,,,,,,,,,,,,,,,1.3,1.84,1.4,1.48,1.83,1.5,1.17,1.67,2.03,1.18,1.18,1.33,1.46,1.6,1.71,1.85,1.97,1.92,1.29,1.71,1.9,2.02,2.3,1.99,1.11,0.34,0.41,0.34,0.38,0.5,
A,AM091000,PRD_PP,MIO_PPS,BE,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,CH,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,CY,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.96,0.59,0.41,0.18,0.6,0.54,1.07,1.11,1.19,1.27,2.58,0.95,0.3,1.31,1.25,1.03,1.19,1.26,1.23,1.52,1.35,1.5,
A,AM091000,PRD_PP,MIO_PPS,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,DE,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,DK,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,EA,,,,,,,,,,,,,,,,,,,14.85,12.9,12.87,12.9,13.44,14.48,13.63,13.81,12.05,11.85,10.75,11.11,9.79,5.72,7.24,8.01,7.74,8.83,8.68,8.65,9.75,9.89,13.29,10.66,8.99,9.92,8.37,8.56,7.48,6.4,6.16,4.62,4.29,4.6,
A,AM091000,PRD_PP,MIO_PPS,EA21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65,8.19,8.35,8.83,8.68,8.65,9.75,9.89,13.29,10.66,8.99,9.92,8.37,8.56,7.48,6.4,6.16,4.62,4.29,4.6,
A,AM091000,PRD_PP,MIO_PPS,EE,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,EL,,,,,,,,,,,,,,,,,,,,,0.51,0.16,0.18,0.15,0.08,0.07,0.13,0.05,0.04,0.05,0.03,0.03,0.02,0.0,0.01,0.01,0.01,0.04,0.07,0.05,0.06,0.05,0.07,0.08,0.08,0.1,0.09,0.03,0.05,0.01,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,ES,,,,,,,,,,,,,,,,,,0.02,2.79,1.6,2.23,2.34,2.6,3.42,3.43,4.57,4.44,4.68,3.79,3.59,2.94,0.46,2.35,2.91,2.85,3.52,3.0,3.0,4.08,3.94,6.51,5.29,4.13,4.12,2.49,3.31,2.98,2.73,2.31,0.43,0.25,0.35,
A,AM091000,PRD_PP,MIO_PPS,EU,,,,,,,,,,,,,,,,,,,,,13.38,13.06,13.61,14.63,13.71,13.88,12.18,11.9,10.75,11.11,9.79,5.72,35.3,35.03,47.49,38.32,38.1,26.91,27.59,25.62,26.63,29.7,28.58,29.07,28.95,34.77,16.43,27.39,27.64,11.72,5.93,5.79,
A,AM091000,PRD_PP,MIO_PPS,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,35.03,47.49,38.32,38.1,26.91,27.59,25.62,26.63,29.7,28.58,29.07,28.95,34.77,16.43,27.39,27.64,11.72,5.93,5.79,
A,AM091000,PRD_PP,MIO_PPS,EU27_2020_EFTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49,38.32,38.1,26.91,27.59,25.62,26.63,29.7,28.58,29.07,28.95,34.77,16.43,27.39,27.64,11.72,5.93,5.79,
A,AM091000,PRD_PP,MIO_PPS,FI,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_PPS,HU,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.58,2.9,1.87,3.76,5.76,6.41,4.64,12.67,10.07,16.47,5.15,6.62,6.32,3.81,3.62,3.02,4.89,7.66,5.45,3.54,4.72,3.77,4.78,2.77,2.02,1.65,1.18,
A,AM091000,PRD_PP,MIO_PPS,IE,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,IT,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.96,4.74,4.24,4.2,3.88,4.15,4.06,4.02,4.3,4.21,4.25,4.19,3.96,3.45,3.53,3.58,3.27,3.02,2.74,2.51,2.26,2.53,2.66,2.48,2.49,2.39,2.25,2.14,2.1,2.04,2.15,2.32,2.31,2.25,
A,AM091000,PRD_PP,MIO_PPS,LT,,,,,,,,,,,,,,,,,,,,,,,1.39,4.62,4.69,0.0,4.17,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_PPS,LV,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_PPS,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
A,AM091000,PRD_PP,MIO_PPS,MT,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,NL,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
A,AM091000,PRD_PP,MIO_PPS,PL,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,2.66,4.27,11.17,9.81,8.44,12.2,14.98,16.77,22.68,24.34,22.79,11.93,14.04,12.09,10.32,14.14,11.92,13.69,17.03,21.48,5.18,16.21,18.72,5.09,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,PT,,,,,,,,,,,,,,0.04,0.05,0.04,0.04,0.04,5.41,5.45,5.43,5.43,5.65,5.07,4.74,3.74,1.48,1.46,1.49,1.61,0.83,0.59,0.16,0.19,0.15,0.15,0.14,0.15,0.18,0.18,0.19,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,SK,,,,,,,,,,,,,,,,,,,,,,,0.07,0.06,,,,0.05,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
A,AM091000,PRD_PP,MIO_PPS,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,AM091000,SUB,MIO_EUR,AT,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,SUB,MIO_EUR,BE,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,AM091000,SUB,MIO_EUR,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
